location,year,month,1,2,3,4,5
"Ratburana Post Office, Bangkok",2019,7,10.0,5.0,7.0,4.0,5.0
"Ratburana Post Office, Bangkok",2019,8,5.0,7.0,7.0,6.0,6.0
"Ratburana Post Office, Bangkok",2019,9,5.0,5.0,4.0,6.0,10.0
"Ratburana Post Office, Bangkok",2019,10,7.0,4.0,9.0,4.0,7.0
"Ratburana Post Office, Bangkok",2019,11,3.0,9.0,3.0,5.0,10.0
"Ratburana Post Office, Bangkok",2019,12,4.0,6.0,6.0,7.0,7.0
"Ratburana Post Office, Bangkok",2020,1,4.0,5.0,8.0,8.0,6.0
"Ratburana Post Office, Bangkok",2020,2,9.0,3.0,5.0,7.0,5.0
"Ratburana Post Office, Bangkok",2020,3,7.0,6.0,4.0,6.0,7.0
"Ratburana Post Office, Bangkok",2020,4,4.0,8.0,8.0,6.0,4.0
"Ratburana Post Office, Bangkok",2020,5,2.0,5.0,11.0,7.0,6.0
"Ratburana Post Office, Bangkok",2020,6,7.0,7.0,5.0,3.0,8.0
"Ratburana Post Office, Bangkok",2020,7,3.0,8.0,6.0,8.0,6.0
"Ratburana Post Office, Bangkok",2020,8,7.0,6.0,3.0,9.0,6.0
"Ratburana Post Office, Bangkok",2020,9,9.0,7.0,5.0,2.0,7.0
"Ratburana Post Office, Bangkok",2020,10,5.0,7.0,3.0,9.0,7.0
"Ratburana Post Office, Bangkok",2020,11,7.0,6.0,4.0,5.0,8.0
"Ratburana Post Office, Bangkok",2020,12,3.0,7.0,6.0,7.0,8.0
"Ratburana Post Office, Bangkok",2021,1,5.0,5.0,5.0,7.0,9.0
"Ratburana Post Office, Bangkok",2021,2,5.0,8.0,7.0,4.0,4.0
"Ratburana Post Office, Bangkok",2021,3,5.0,5.0,4.0,6.0,11.0
"Ratburana Post Office, Bangkok",2021,4,6.0,5.0,8.0,5.0,6.0
"Ratburana Post Office, Bangkok",2021,5,9.0,9.0,2.0,9.0,2.0
"Ratburana Post Office, Bangkok",2021,6,4.0,5.0,11.0,7.0,3.0
"Ratburana Post Office, Bangkok",2021,7,8.0,9.0,2.0,3.0,9.0
"Ratburana Post Office, Bangkok",2021,8,9.0,5.0,3.0,9.0,5.0
"Ratburana Post Office, Bangkok",2021,9,2.0,9.0,5.0,6.0,8.0
"Ratburana Post Office, Bangkok",2021,10,4.0,3.0,9.0,4.0,10.0
"Ratburana Post Office, Bangkok",2021,11,9.0,2.0,6.0,9.0,4.0
"Ratburana Post Office, Bangkok",2021,12,10.0,8.0,8.0,3.0,2.0
"Ratburana Post Office, Bangkok",2022,1,5.0,7.0,5.0,6.0,8.0
"Ratburana Post Office, Bangkok",2022,2,7.0,3.0,7.0,8.0,3.0
"Ratburana Post Office, Bangkok",2022,3,6.0,6.0,8.0,4.0,7.0
"Ratburana Post Office, Bangkok",2022,4,8.0,5.0,3.0,4.0,10.0
"Ratburana Post Office, Bangkok",2022,5,3.0,14.0,5.0,3.0,6.0
"Ratburana Post Office, Bangkok",2022,6,6.0,7.0,6.0,6.0,5.0
"Ratburana Post Office, Bangkok",2022,7,5.0,8.0,6.0,8.0,4.0
"Ratburana Post Office, Bangkok",2022,8,5.0,10.0,7.0,5.0,4.0
"Ratburana Post Office, Bangkok",2022,9,9.0,7.0,6.0,4.0,4.0
"Ratburana Post Office, Bangkok",2022,10,4.0,8.0,5.0,6.0,8.0
"Ratburana Post Office, Bangkok",2022,11,7.0,4.0,8.0,8.0,3.0
"Ratburana Post Office, Bangkok",2022,12,6.0,6.0,6.0,6.0,7.0
"Ratburana Post Office, Bangkok",2023,1,4.0,9.0,10.0,2.0,6.0
"Ratburana Post Office, Bangkok",2023,2,6.0,10.0,4.0,3.0,5.0
"Ratburana Post Office, Bangkok",2023,3,5.0,7.0,9.0,7.0,3.0
"Ratburana Post Office, Bangkok",2023,4,8.0,8.0,5.0,7.0,2.0
"Ratburana Post Office, Bangkok",2023,5,5.0,3.0,5.0,10.0,8.0
"Ratburana Post Office, Bangkok",2023,6,3.0,7.0,3.0,8.0,9.0
"Ratburana Post Office, Bangkok",2023,7,8.0,4.0,7.0,7.0,5.0
"Ratburana Post Office, Bangkok",2023,8,7.0,5.0,7.0,6.0,6.0
"Ratburana Post Office, Bangkok",2023,9,5.0,8.0,6.0,5.0,5.0
"Ratburana Post Office, Bangkok",2023,10,5.0,10.0,4.0,6.0,6.0
"Ratburana Post Office, Bangkok",2023,11,5.0,4.0,10.0,7.0,4.0
"Ratburana Post Office, Bangkok",2023,12,5.0,6.0,9.0,5.0,5.0
"Ratburana Post Office, Bangkok",2024,1,4.0,10.0,9.0,2.0,6.0
"Ratburana Post Office, Bangkok",2024,2,1.0,8.0,6.0,7.0,7.0
"Ratburana Post Office, Bangkok",2024,3,11.0,2.0,7.0,9.0,2.0
"Ratburana Post Office, Bangkok",2024,4,6.0,11.0,5.0,4.0,4.0
"Ratburana Post Office, Bangkok",2024,5,6.0,5.0,7.0,4.0,9.0
"Ratburana Post Office, Bangkok",2024,6,7.0,6.0,6.0,3.0,8.0
"Ratburana Post Office, Bangkok",2024,7,10.0,3.0,5.0,5.0,8.0
"Ratburana Post Office, Bangkok",2024,8,3.0,6.0,4.0,5.0,11.0
"Ratburana Post Office, Bangkok",2024,9,4.0,5.0,3.0,10.0,4.0
"Ratburana Post Office, Bangkok",2024,10,2.0,2.0,1.0,2.0,4.0
The Bhubing Palace Doi Buak Ha,2018,7,1.0,2.0,2.0,2.0,1.0
The Bhubing Palace Doi Buak Ha,2020,1,1.0,0.0,0.0,1.0,0.0
The Bhubing Palace Doi Buak Ha,2020,2,6.0,9.0,3.0,5.0,6.0
The Bhubing Palace Doi Buak Ha,2020,3,2.0,8.0,2.0,9.0,10.0
The Bhubing Palace Doi Buak Ha,2020,4,5.0,6.0,10.0,3.0,6.0
The Bhubing Palace Doi Buak Ha,2020,5,7.0,9.0,5.0,7.0,3.0
The Bhubing Palace Doi Buak Ha,2020,6,4.0,2.0,6.0,2.0,3.0
The Bhubing Palace Doi Buak Ha,2020,7,0.0,0.0,0.0,0.0,1.0
The Bhubing Palace Doi Buak Ha,2020,8,4.0,6.0,4.0,6.0,4.0
The Bhubing Palace Doi Buak Ha,2020,9,5.0,3.0,3.0,2.0,1.0
The Bhubing Palace Doi Buak Ha,2020,10,9.0,7.0,4.0,3.0,8.0
The Bhubing Palace Doi Buak Ha,2020,11,6.0,5.0,7.0,5.0,2.0
The Bhubing Palace Doi Buak Ha,2021,3,5.0,5.0,3.0,4.0,7.0
The Bhubing Palace Doi Buak Ha,2021,4,6.0,2.0,4.0,13.0,3.0
The Bhubing Palace Doi Buak Ha,2021,5,4.0,5.0,5.0,5.0,3.0
The Bhubing Palace Doi Buak Ha,2021,6,5.0,4.0,1.0,6.0,2.0
The Bhubing Palace Doi Buak Ha,2021,7,4.0,5.0,2.0,7.0,4.0
The Bhubing Palace Doi Buak Ha,2021,11,6.0,0.0,5.0,4.0,6.0
The Bhubing Palace Doi Buak Ha,2021,12,7.0,9.0,4.0,4.0,7.0
The Bhubing Palace Doi Buak Ha,2022,1,8.0,8.0,2.0,6.0,7.0
The Bhubing Palace Doi Buak Ha,2022,2,9.0,4.0,3.0,4.0,8.0
The Bhubing Palace Doi Buak Ha,2022,3,5.0,5.0,5.0,10.0,6.0
The Bhubing Palace Doi Buak Ha,2022,4,5.0,4.0,7.0,6.0,8.0
The Bhubing Palace Doi Buak Ha,2022,5,2.0,8.0,6.0,7.0,8.0
The Bhubing Palace Doi Buak Ha,2022,6,1.0,4.0,5.0,5.0,4.0
The Bhubing Palace Doi Buak Ha,2023,11,3.0,0.0,1.0,2.0,1.0
The Bhubing Palace Doi Buak Ha,2023,12,6.0,8.0,6.0,6.0,5.0
The Bhubing Palace Doi Buak Ha,2024,1,10.0,3.0,3.0,11.0,4.0
The Bhubing Palace Doi Buak Ha,2024,2,7.0,2.0,4.0,11.0,5.0
The Bhubing Palace Doi Buak Ha,2024,3,5.0,5.0,4.0,12.0,5.0
The Bhubing Palace Doi Buak Ha,2024,4,5.0,4.0,7.0,9.0,5.0
The Bhubing Palace Doi Buak Ha,2024,5,8.0,5.0,3.0,9.0,6.0
The Bhubing Palace Doi Buak Ha,2024,6,4.0,6.0,3.0,4.0,13.0
The Bhubing Palace Doi Buak Ha,2024,7,5.0,6.0,4.0,5.0,11.0
The Bhubing Palace Doi Buak Ha,2024,8,7.0,6.0,7.0,4.0,7.0
The Bhubing Palace Doi Buak Ha,2024,9,7.0,7.0,9.0,4.0,3.0
The Bhubing Palace Doi Buak Ha,2024,10,7.0,4.0,6.0,4.0,9.0
"Thonburi Power Sub-Station, Bangkok",2014,1,1.0,5.0,2.0,4.0,3.0
"Thonburi Power Sub-Station, Bangkok",2014,2,3.0,0.0,3.0,1.0,4.0
"Thonburi Power Sub-Station, Bangkok",2014,3,6.0,7.0,4.0,4.0,7.0
"Thonburi Power Sub-Station, Bangkok",2014,4,8.0,8.0,7.0,2.0,5.0
"Thonburi Power Sub-Station, Bangkok",2014,5,11.0,2.0,3.0,8.0,7.0
"Thonburi Power Sub-Station, Bangkok",2014,6,2.0,6.0,5.0,10.0,7.0
"Thonburi Power Sub-Station, Bangkok",2014,7,9.0,5.0,4.0,7.0,6.0
"Thonburi Power Sub-Station, Bangkok",2014,8,5.0,8.0,6.0,5.0,7.0
"Thonburi Power Sub-Station, Bangkok",2014,9,6.0,8.0,6.0,6.0,4.0
"Thonburi Power Sub-Station, Bangkok",2014,10,4.0,5.0,9.0,9.0,4.0
"Thonburi Power Sub-Station, Bangkok",2014,11,5.0,9.0,5.0,7.0,4.0
"Thonburi Power Sub-Station, Bangkok",2014,12,5.0,5.0,3.0,9.0,5.0
"Thonburi Power Sub-Station, Bangkok",2015,1,3.0,5.0,10.0,8.0,5.0
"Thonburi Power Sub-Station, Bangkok",2015,2,5.0,7.0,6.0,7.0,3.0
"Thonburi Power Sub-Station, Bangkok",2015,3,6.0,6.0,5.0,7.0,6.0
"Thonburi Power Sub-Station, Bangkok",2015,4,5.0,8.0,5.0,6.0,6.0
"Thonburi Power Sub-Station, Bangkok",2015,5,7.0,7.0,2.0,5.0,10.0
"Thonburi Power Sub-Station, Bangkok",2015,6,6.0,6.0,5.0,6.0,7.0
"Thonburi Power Sub-Station, Bangkok",2015,7,8.0,5.0,3.0,6.0,9.0
"Thonburi Power Sub-Station, Bangkok",2015,8,12.0,6.0,3.0,6.0,4.0
"Thonburi Power Sub-Station, Bangkok",2015,9,5.0,4.0,5.0,8.0,8.0
"Thonburi Power Sub-Station, Bangkok",2015,10,5.0,6.0,7.0,5.0,8.0
"Thonburi Power Sub-Station, Bangkok",2015,11,5.0,3.0,7.0,8.0,7.0
"Thonburi Power Sub-Station, Bangkok",2015,12,3.0,5.0,4.0,12.0,6.0
"Thonburi Power Sub-Station, Bangkok",2016,1,4.0,4.0,4.0,12.0,6.0
"Thonburi Power Sub-Station, Bangkok",2016,2,1.0,0.0,3.0,0.0,0.0
"Thonburi Power Sub-Station, Bangkok",2016,7,4.0,7.0,3.0,6.0,3.0
"Thonburi Power Sub-Station, Bangkok",2016,8,4.0,10.0,9.0,4.0,4.0
"Thonburi Power Sub-Station, Bangkok",2016,9,6.0,4.0,6.0,7.0,7.0
"Thonburi Power Sub-Station, Bangkok",2016,10,8.0,5.0,4.0,8.0,6.0
"Thonburi Power Sub-Station, Bangkok",2016,11,4.0,8.0,2.0,9.0,7.0
"Thonburi Power Sub-Station, Bangkok",2016,12,4.0,11.0,7.0,4.0,5.0
"Thonburi Power Sub-Station, Bangkok",2017,1,11.0,6.0,6.0,2.0,6.0
"Thonburi Power Sub-Station, Bangkok",2017,2,7.0,6.0,7.0,5.0,3.0
"Thonburi Power Sub-Station, Bangkok",2017,3,7.0,3.0,7.0,5.0,9.0
"Thonburi Power Sub-Station, Bangkok",2017,4,8.0,7.0,7.0,6.0,2.0
"Thonburi Power Sub-Station, Bangkok",2017,5,7.0,9.0,8.0,5.0,2.0
"Thonburi Power Sub-Station, Bangkok",2017,6,5.0,7.0,9.0,1.0,8.0
"Thonburi Power Sub-Station, Bangkok",2017,7,4.0,8.0,6.0,4.0,9.0
"Thonburi Power Sub-Station, Bangkok",2017,8,2.0,8.0,12.0,2.0,7.0
"Thonburi Power Sub-Station, Bangkok",2017,9,10.0,3.0,6.0,6.0,4.0
"Thonburi Power Sub-Station, Bangkok",2017,10,4.0,6.0,7.0,9.0,5.0
"Thonburi Power Sub-Station, Bangkok",2017,11,8.0,10.0,3.0,5.0,4.0
"Thonburi Power Sub-Station, Bangkok",2017,12,9.0,5.0,6.0,7.0,4.0
"Thonburi Power Sub-Station, Bangkok",2018,1,4.0,8.0,4.0,6.0,9.0
"Thonburi Power Sub-Station, Bangkok",2018,2,5.0,7.0,5.0,8.0,3.0
"Thonburi Power Sub-Station, Bangkok",2018,3,7.0,7.0,3.0,6.0,8.0
"Thonburi Power Sub-Station, Bangkok",2018,4,6.0,5.0,3.0,7.0,9.0
"Thonburi Power Sub-Station, Bangkok",2018,5,3.0,8.0,9.0,5.0,6.0
"Thonburi Power Sub-Station, Bangkok",2018,6,6.0,4.0,4.0,9.0,7.0
"Thonburi Power Sub-Station, Bangkok",2018,7,4.0,6.0,7.0,6.0,8.0
"Thonburi Power Sub-Station, Bangkok",2018,8,7.0,6.0,5.0,6.0,7.0
"Thonburi Power Sub-Station, Bangkok",2018,9,5.0,6.0,4.0,7.0,8.0
"Thonburi Power Sub-Station, Bangkok",2018,10,7.0,9.0,5.0,3.0,7.0
"Thonburi Power Sub-Station, Bangkok",2018,11,4.0,7.0,8.0,5.0,6.0
"Thonburi Power Sub-Station, Bangkok",2018,12,6.0,10.0,6.0,5.0,4.0
"Thonburi Power Sub-Station, Bangkok",2019,1,2.0,7.0,4.0,8.0,10.0
"Thonburi Power Sub-Station, Bangkok",2019,2,9.0,7.0,2.0,5.0,5.0
"Thonburi Power Sub-Station, Bangkok",2019,3,2.0,8.0,7.0,5.0,9.0
"Thonburi Power Sub-Station, Bangkok",2019,4,5.0,6.0,4.0,8.0,7.0
"Thonburi Power Sub-Station, Bangkok",2019,5,8.0,3.0,5.0,5.0,10.0
"Thonburi Power Sub-Station, Bangkok",2019,6,8.0,8.0,4.0,3.0,7.0
"Thonburi Power Sub-Station, Bangkok",2019,7,5.0,5.0,11.0,2.0,8.0
"Thonburi Power Sub-Station, Bangkok",2019,8,6.0,6.0,8.0,5.0,6.0
"Thonburi Power Sub-Station, Bangkok",2019,9,4.0,7.0,6.0,5.0,8.0
"Thonburi Power Sub-Station, Bangkok",2019,10,7.0,3.0,7.0,10.0,4.0
"Thonburi Power Sub-Station, Bangkok",2019,11,4.0,4.0,11.0,7.0,4.0
"Thonburi Power Sub-Station, Bangkok",2019,12,6.0,4.0,5.0,9.0,6.0
"Thonburi Power Sub-Station, Bangkok",2020,1,9.0,6.0,6.0,4.0,6.0
"Thonburi Power Sub-Station, Bangkok",2020,2,6.0,13.0,3.0,3.0,4.0
"Thonburi Power Sub-Station, Bangkok",2020,3,9.0,4.0,6.0,5.0,6.0
"Thonburi Power Sub-Station, Bangkok",2020,4,8.0,6.0,8.0,5.0,3.0
"Thonburi Power Sub-Station, Bangkok",2020,5,6.0,12.0,6.0,4.0,3.0
"Thonburi Power Sub-Station, Bangkok",2020,6,6.0,6.0,6.0,3.0,9.0
"Thonburi Power Sub-Station, Bangkok",2020,7,6.0,5.0,6.0,7.0,7.0
"Thonburi Power Sub-Station, Bangkok",2020,8,4.0,8.0,9.0,4.0,6.0
"Thonburi Power Sub-Station, Bangkok",2020,9,3.0,2.0,8.0,9.0,8.0
"Thonburi Power Sub-Station, Bangkok",2020,10,6.0,5.0,8.0,4.0,8.0
"Thonburi Power Sub-Station, Bangkok",2020,11,9.0,9.0,6.0,5.0,1.0
"Thonburi Power Sub-Station, Bangkok",2020,12,7.0,4.0,5.0,6.0,9.0
"Thonburi Power Sub-Station, Bangkok",2021,1,7.0,6.0,7.0,9.0,2.0
"Thonburi Power Sub-Station, Bangkok",2021,2,10.0,5.0,3.0,5.0,5.0
"Thonburi Power Sub-Station, Bangkok",2021,3,1.0,12.0,8.0,4.0,6.0
"Thonburi Power Sub-Station, Bangkok",2021,4,7.0,2.0,8.0,7.0,6.0
"Thonburi Power Sub-Station, Bangkok",2021,5,7.0,4.0,5.0,8.0,7.0
"Thonburi Power Sub-Station, Bangkok",2021,6,5.0,8.0,6.0,4.0,7.0
"Thonburi Power Sub-Station, Bangkok",2021,7,5.0,5.0,5.0,4.0,12.0
"Thonburi Power Sub-Station, Bangkok",2021,8,9.0,7.0,4.0,6.0,5.0
"Thonburi Power Sub-Station, Bangkok",2021,9,4.0,7.0,7.0,10.0,2.0
"Thonburi Power Sub-Station, Bangkok",2021,10,8.0,9.0,4.0,5.0,5.0
"Thonburi Power Sub-Station, Bangkok",2021,11,7.0,6.0,6.0,8.0,3.0
"Thonburi Power Sub-Station, Bangkok",2021,12,6.0,4.0,10.0,7.0,4.0
"Thonburi Power Sub-Station, Bangkok",2022,1,8.0,5.0,5.0,5.0,8.0
"Thonburi Power Sub-Station, Bangkok",2022,2,9.0,5.0,2.0,7.0,5.0
"Thonburi Power Sub-Station, Bangkok",2022,3,11.0,6.0,2.0,6.0,6.0
"Thonburi Power Sub-Station, Bangkok",2022,4,1.0,10.0,4.0,7.0,8.0
"Thonburi Power Sub-Station, Bangkok",2022,5,10.0,6.0,3.0,9.0,3.0
"Thonburi Power Sub-Station, Bangkok",2022,6,3.0,6.0,9.0,7.0,5.0
"Thonburi Power Sub-Station, Bangkok",2022,7,3.0,6.0,5.0,11.0,6.0
"Thonburi Power Sub-Station, Bangkok",2022,8,9.0,6.0,5.0,8.0,3.0
"Thonburi Power Sub-Station, Bangkok",2022,9,2.0,9.0,4.0,7.0,8.0
"Thonburi Power Sub-Station, Bangkok",2022,10,7.0,6.0,3.0,6.0,9.0
"Thonburi Power Sub-Station, Bangkok",2022,11,7.0,8.0,6.0,7.0,2.0
"Thonburi Power Sub-Station, Bangkok",2022,12,7.0,5.0,4.0,8.0,7.0
"Thonburi Power Sub-Station, Bangkok",2023,1,2.0,4.0,11.0,6.0,8.0
"Thonburi Power Sub-Station, Bangkok",2023,2,6.0,2.0,6.0,4.0,10.0
"Thonburi Power Sub-Station, Bangkok",2023,3,6.0,6.0,3.0,9.0,7.0
"Thonburi Power Sub-Station, Bangkok",2023,4,6.0,5.0,8.0,5.0,6.0
"Thonburi Power Sub-Station, Bangkok",2023,5,10.0,3.0,5.0,7.0,6.0
"Thonburi Power Sub-Station, Bangkok",2023,6,4.0,4.0,8.0,7.0,7.0
"Thonburi Power Sub-Station, Bangkok",2023,7,3.0,8.0,2.0,11.0,7.0
"Thonburi Power Sub-Station, Bangkok",2023,8,9.0,8.0,4.0,6.0,4.0
"Thonburi Power Sub-Station, Bangkok",2023,9,7.0,4.0,6.0,8.0,5.0
"Thonburi Power Sub-Station, Bangkok",2023,10,5.0,4.0,4.0,9.0,9.0
"Thonburi Power Sub-Station, Bangkok",2023,11,9.0,4.0,5.0,7.0,5.0
"Thonburi Power Sub-Station, Bangkok",2023,12,8.0,6.0,6.0,5.0,6.0
"Thonburi Power Sub-Station, Bangkok",2024,1,9.0,7.0,5.0,3.0,7.0
"Thonburi Power Sub-Station, Bangkok",2024,2,10.0,3.0,5.0,6.0,5.0
"Thonburi Power Sub-Station, Bangkok",2024,3,4.0,5.0,8.0,11.0,3.0
"Thonburi Power Sub-Station, Bangkok",2024,4,9.0,6.0,6.0,2.0,7.0
"Thonburi Power Sub-Station, Bangkok",2024,5,8.0,5.0,3.0,11.0,4.0
"Thonburi Power Sub-Station, Bangkok",2024,6,9.0,0.0,4.0,11.0,6.0
"Thonburi Power Sub-Station, Bangkok",2024,7,4.0,7.0,5.0,11.0,4.0
"Thonburi Power Sub-Station, Bangkok",2024,8,6.0,6.0,6.0,7.0,6.0
"Thonburi Power Sub-Station, Bangkok",2024,9,5.0,5.0,5.0,8.0,5.0
"Thonburi Power Sub-Station, Bangkok",2024,10,2.0,2.0,0.0,3.0,4.0
"bansomdejchaopraya-rajabhat university, bangkok",2013,12,0.0,0.0,0.0,0.0,1.0
"bansomdejchaopraya-rajabhat university, bangkok",2014,1,7.0,7.0,4.0,5.0,8.0
"bansomdejchaopraya-rajabhat university, bangkok",2014,2,4.0,8.0,5.0,9.0,2.0
"bansomdejchaopraya-rajabhat university, bangkok",2014,3,4.0,3.0,5.0,7.0,2.0
"bansomdejchaopraya-rajabhat university, bangkok",2014,4,9.0,4.0,5.0,6.0,6.0
"bansomdejchaopraya-rajabhat university, bangkok",2014,5,8.0,5.0,6.0,5.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2014,6,5.0,3.0,6.0,8.0,8.0
"bansomdejchaopraya-rajabhat university, bangkok",2014,7,5.0,6.0,3.0,6.0,11.0
"bansomdejchaopraya-rajabhat university, bangkok",2014,8,7.0,3.0,9.0,4.0,8.0
"bansomdejchaopraya-rajabhat university, bangkok",2014,9,9.0,8.0,3.0,3.0,3.0
"bansomdejchaopraya-rajabhat university, bangkok",2014,10,4.0,5.0,7.0,7.0,8.0
"bansomdejchaopraya-rajabhat university, bangkok",2014,11,8.0,4.0,8.0,6.0,4.0
"bansomdejchaopraya-rajabhat university, bangkok",2014,12,5.0,5.0,3.0,9.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2015,1,5.0,6.0,8.0,5.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2015,2,7.0,5.0,5.0,5.0,5.0
"bansomdejchaopraya-rajabhat university, bangkok",2015,3,8.0,4.0,4.0,3.0,10.0
"bansomdejchaopraya-rajabhat university, bangkok",2015,4,6.0,4.0,2.0,8.0,5.0
"bansomdejchaopraya-rajabhat university, bangkok",2015,5,6.0,3.0,6.0,7.0,9.0
"bansomdejchaopraya-rajabhat university, bangkok",2015,6,3.0,6.0,3.0,1.0,3.0
"bansomdejchaopraya-rajabhat university, bangkok",2015,7,6.0,10.0,6.0,7.0,2.0
"bansomdejchaopraya-rajabhat university, bangkok",2015,8,5.0,6.0,7.0,9.0,4.0
"bansomdejchaopraya-rajabhat university, bangkok",2015,9,6.0,1.0,3.0,4.0,4.0
"bansomdejchaopraya-rajabhat university, bangkok",2015,10,4.0,8.0,6.0,3.0,10.0
"bansomdejchaopraya-rajabhat university, bangkok",2015,11,10.0,5.0,5.0,5.0,5.0
"bansomdejchaopraya-rajabhat university, bangkok",2015,12,2.0,10.0,8.0,3.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2016,1,5.0,9.0,7.0,5.0,4.0
"bansomdejchaopraya-rajabhat university, bangkok",2016,2,6.0,3.0,7.0,6.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2016,3,2.0,10.0,7.0,9.0,3.0
"bansomdejchaopraya-rajabhat university, bangkok",2016,4,3.0,7.0,6.0,7.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2016,5,7.0,8.0,3.0,7.0,6.0
"bansomdejchaopraya-rajabhat university, bangkok",2016,6,5.0,4.0,10.0,4.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2016,7,3.0,2.0,5.0,1.0,2.0
"bansomdejchaopraya-rajabhat university, bangkok",2016,8,2.0,2.0,0.0,2.0,0.0
"bansomdejchaopraya-rajabhat university, bangkok",2016,9,0.0,0.0,1.0,0.0,0.0
"bansomdejchaopraya-rajabhat university, bangkok",2018,7,2.0,3.0,1.0,0.0,2.0
"bansomdejchaopraya-rajabhat university, bangkok",2019,3,3.0,4.0,5.0,4.0,6.0
"bansomdejchaopraya-rajabhat university, bangkok",2019,4,8.0,5.0,4.0,6.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2019,5,10.0,4.0,5.0,3.0,9.0
"bansomdejchaopraya-rajabhat university, bangkok",2019,6,7.0,5.0,5.0,4.0,9.0
"bansomdejchaopraya-rajabhat university, bangkok",2019,7,8.0,4.0,9.0,7.0,3.0
"bansomdejchaopraya-rajabhat university, bangkok",2019,8,8.0,6.0,8.0,4.0,5.0
"bansomdejchaopraya-rajabhat university, bangkok",2019,9,9.0,6.0,5.0,7.0,3.0
"bansomdejchaopraya-rajabhat university, bangkok",2019,10,2.0,5.0,14.0,3.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2019,11,4.0,6.0,5.0,7.0,8.0
"bansomdejchaopraya-rajabhat university, bangkok",2019,12,9.0,6.0,9.0,2.0,4.0
"bansomdejchaopraya-rajabhat university, bangkok",2020,1,8.0,3.0,8.0,5.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2020,2,8.0,5.0,7.0,4.0,5.0
"bansomdejchaopraya-rajabhat university, bangkok",2020,3,7.0,7.0,5.0,5.0,6.0
"bansomdejchaopraya-rajabhat university, bangkok",2020,4,5.0,7.0,4.0,8.0,6.0
"bansomdejchaopraya-rajabhat university, bangkok",2020,5,8.0,8.0,6.0,4.0,5.0
"bansomdejchaopraya-rajabhat university, bangkok",2020,6,6.0,6.0,8.0,2.0,8.0
"bansomdejchaopraya-rajabhat university, bangkok",2020,7,7.0,6.0,7.0,3.0,8.0
"bansomdejchaopraya-rajabhat university, bangkok",2020,8,9.0,5.0,9.0,3.0,5.0
"bansomdejchaopraya-rajabhat university, bangkok",2020,9,4.0,6.0,5.0,10.0,5.0
"bansomdejchaopraya-rajabhat university, bangkok",2020,10,1.0,7.0,9.0,10.0,4.0
"bansomdejchaopraya-rajabhat university, bangkok",2020,11,4.0,7.0,6.0,8.0,5.0
"bansomdejchaopraya-rajabhat university, bangkok",2020,12,9.0,3.0,5.0,7.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2021,1,6.0,5.0,7.0,7.0,6.0
"bansomdejchaopraya-rajabhat university, bangkok",2021,2,7.0,7.0,5.0,2.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2021,3,3.0,5.0,7.0,4.0,12.0
"bansomdejchaopraya-rajabhat university, bangkok",2021,4,3.0,8.0,3.0,6.0,10.0
"bansomdejchaopraya-rajabhat university, bangkok",2021,5,7.0,4.0,9.0,3.0,8.0
"bansomdejchaopraya-rajabhat university, bangkok",2021,6,4.0,11.0,3.0,5.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2021,7,6.0,8.0,7.0,5.0,5.0
"bansomdejchaopraya-rajabhat university, bangkok",2021,8,3.0,4.0,8.0,10.0,6.0
"bansomdejchaopraya-rajabhat university, bangkok",2021,9,4.0,8.0,5.0,5.0,8.0
"bansomdejchaopraya-rajabhat university, bangkok",2021,10,6.0,7.0,4.0,5.0,9.0
"bansomdejchaopraya-rajabhat university, bangkok",2021,11,4.0,6.0,8.0,4.0,8.0
"bansomdejchaopraya-rajabhat university, bangkok",2021,12,5.0,9.0,8.0,2.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2022,1,5.0,2.0,4.0,11.0,9.0
"bansomdejchaopraya-rajabhat university, bangkok",2022,2,4.0,5.0,4.0,6.0,9.0
"bansomdejchaopraya-rajabhat university, bangkok",2022,3,3.0,9.0,3.0,6.0,10.0
"bansomdejchaopraya-rajabhat university, bangkok",2022,4,10.0,6.0,4.0,3.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2022,5,4.0,8.0,5.0,5.0,9.0
"bansomdejchaopraya-rajabhat university, bangkok",2022,6,5.0,10.0,4.0,5.0,6.0
"bansomdejchaopraya-rajabhat university, bangkok",2022,7,11.0,3.0,4.0,7.0,6.0
"bansomdejchaopraya-rajabhat university, bangkok",2022,8,8.0,5.0,7.0,4.0,7.0
"bansomdejchaopraya-rajabhat university, bangkok",2022,9,12.0,3.0,4.0,5.0,6.0
"bansomdejchaopraya-rajabhat university, bangkok",2022,10,7.0,4.0,4.0,7.0,9.0
